episode_id,role,name,credit_order,person_id
513,writer,Daka Hermon,1,
514,writer,Alexa Harzan,1,
515,writer,Daka Hermon / Greg Johnson,1,
516,writer,Alexa Harzan,1,
517,writer,Greg Johnson / Alexa Harzan,1,
519,writer,Greg Johnson / Daka Hermon,1,
520,writer,Alexa Harzan,1,
521,writer,Daka Hermon / Greg Johnson,1,
522,writer,Alexa Harzan,1,
523,writer,Greg Johnson / Daka Hermon,1,
524,writer,Alexa Harzan,1,
525,writer,Greg Johnson,1,
526,writer,Alexa Harzan,1,
527,writer,Greg Johnson / Alexa Harzan,1,
528,writer,Claudia Silver / Danielle Kreger,1,
529,writer,Greg Johnson / Daka Hermon,1,
530,writer,Greg Johnson,1,
531,writer,Daka Hermon,1,
532,writer,Peter Gaffney / Daka Hermon,1,
533,writer,Greg Johnson / Alexa Harzan,1,
534,writer,Claudia Silver / Daka Hermon,1,
535,writer,Daka Hermon,1,
536,writer,Greg Johnson,1,
537,writer,Alexa Harzan / Greg Johnson,1,
538,writer,Daka Hermon / Claudia Silver,1,
539,writer,Greg Johnson,1,
540,writer,Danielle Kreger,1,
542,writer,Alexa Harzan,1,
543,writer,Danielle Kreger,1,
545,writer,Daka Hermon,1,
546,writer,Greg Johnson / Alexa Harzan,1,
547,writer,Greg Johnson,1,
548,writer,Daka Hermon,1,
549,writer,Daka Hermon / Claudia Silver,1,
550,writer,Alexa Harzan,1,
551,writer,Greg Johnson / Alexa Harzan,1,
552,writer,Daka Hermon,1,
553,writer,Becca Topol,1,
553,writer,Alexa Harzan / Greg Johnson,2,
555,writer,Daka Hermon,1,
556,writer,Alexa Harzan,1,
556,writer,Bart Jennett / Greg Johnson,2,
557,writer,Claudia Silver / Daka Hermon,1,
558,writer,Greg Johnson / {{nowrap|}},1,
560,writer,{{nowrap|}} / Claudia Silver,1,
561,writer,Sib Ventress / Danielle Kreger,1,
562,writer,Greg Johnson,1,
563,writer,Claudia Silver,1,
564,writer,Greg Johnson,1,
570,director,Harry Bradbeer,1,414
570,writer,Oren Uziel,1,412
571,director,Harry Bradbeer,1,414
571,writer,Christopher Chen,1,
572,director,Nzingha Stewart,1,
572,writer,Megan Liao,1,
572,writer,Steve Lightfoot,2,413
573,director,Nzingha Stewart,1,
573,writer,Tori Sampson,1,
574,director,Alethea Jones,1,
574,writer,Jennifer Frazin,1,
574,writer,Steve Lightfoot,2,413
575,director,Alethea Jones,1,
575,writer,Jack Henderson,1,
576,director,Greg Yaitanes,1,
576,writer,Bruce Marshall Romans,1,
577,director,Greg Yaitanes,1,
577,writer,Oren Uziel,1,412
